context_id	word	gold_sense_id	positions	context
26120215_1961_11_19_01_252.tcf.xml-6-33	Manschette	sense1	195-206	Gerade in unserer heutigen Mode, die bewußt auf alle verspielten Details verzichtet und dadurch oft ein wenig streng wirkt, ergeben sich viele Möglichkeiten, durch Schals, Krawatten, Gürtel oder Manschetten aus Pelz den Stil unserer Garderobe etwas aufzulockern.
26120215_1965_01_10_01_386.tcf.xml-161-23	Manschette	sense1	102-112	gut erh.. Gr 50, 370 verk Anfr 41 5fl9 Anz Holzer. männlich Damen-Hemdblusen, weiß, Bw „Ig. Ärmel mit Manschette, mit Kopt 1035 Berlin. Bhf Frankfurter A!ee Gr. 82—53. ab 24.40 1017 Berlin, Ehrenbergstr. 11 (Nähe Warschauer Brücke) Handelswlrtschaftl. 25/1. 80. wünscht Bek als Requisit zu kaufen ge-1 Paar Trauringe, 585er, 6 mm br. 500,-m nett.
26120215_1965_12_24_01_260.tcf.xml-7-6	Manschette	sense1	37-48	Am Tatort verlor er den abgebildeten Manschetten knöpf (rechteckiger Stein, Größe 0,8X 1,8 cm, rötlkn-bratm, dunkelbraun-und colddurchzogen, mit gelbem Metall eingefaßt).
26120215_1968_03_31_01_226.tcf.xml-48-44	Manschette	sense4	252-263	Herr Arnold aus Düsseldorf — wir haben; ilk miteinander.; ils uns da am 1. Juli 1941t die Miiiläryouverneurc das Dokument iibei gilben, wonach wir die Möglichkeit h.'ülon. die Bundesrepublik zu begründen, wir haben alle miteinander, auch ich. wirklieh Manschetten davor schabt, einen deutschen Beitrag zur Teilung Deutschlands /u le steiv
26120215_1969_02_02_01_188.tcf.xml-9-11	Manschette	sense1	51-62	Am Mode-Il link « oben sind es der Einsatz und die Manschetten, an dem Kleid daneben ist es der Kragen mit der Krawatte, die jeweils den Blickpunkt am Modell bilden.
26120215_1977_01_03_01_031.tcf.xml-12-1	Manschette	sense3	6-17	68000 Manschetten zusätzlich — Ergebnis seiner Überlegungen, seiner Findigkeit und der Bereitschaft, gemeinsam mit seiner älteren Kollegin Johanna Bischoff von der Drei-zur Fünfpressenbedienung überzugehen.
26120215_1985_04_06_01_236.tcf.xml-6-10	Manschette	sense3	60-71	Selbst wenn noch kein Fettaustritt sichtbar ist. müssen die Manschetten bei Anzeichen von Porosität umgehend ausgewechselt werden.
26120215_1986_08_08_01_111.tcf.xml-6-19	Manschette	sense1	119-130	Ihr Können als Designerin belegt sie mit einer Kollektion meisterhaft gestalteter Abendtaschen,..., Krawatten, Kragen, Manschetten und Besätze aus Pailetten.
26120215_1989_12_09_01_386.tcf.xml-368-2	Manschette	sense1	14-25	Pelzkragen u. Manschetten, 1500,-M, Expertisen vorhanden 5200 db Müh.
2532889X_1946-12-17_01_045.tcf.xml-14-3	Fuß	sense1	24-28	Gebrechlichkeit, kranke Füße — dös genügte, um dem Tode verfallen zu sein.
2532889X_1949-10-11_01_063.tcf.xml-30-5	Fuß	sense1	32-35	Bolcla probiert mit dem rechten Fuß einen neuen, schwarzen Schuh mit flachem Absatz an.
2532889X_1954-08-31_01_050.tcf.xml-20-15	Fuß	sense4	84-89	Sie erhoben zugleich Anklage gegen das Bonner Regime, das die Rechte der Jugend mit Füßen tritt.
2532889X_1961-09-20_01_030.tcf.xml-3-7	Fuß	sense4	48-53	Die demokratischen Rechte der Bürger wurden mit Füßen getreten.
2532889X_1963-10-02_01_065.tcf.xml-13-38	Fuß	sense4	246-251	Aber nicht nur in Washington, auch in Bonn erweist sich, daß die Bonner Regierung bereit ist, für die allgemeine Wiederaufrüstung und evst recht für die Atomrüstung das Selbstbestimmungsrecht des deutschen Volkes hundertfach preiszugeben und mit Füßen zu treten.
2532889X_1976-01-27_01_037.tcf.xml-0-10	Fuß	sense1	45-48	„Mir wurde geraten, bei dem Wetter lieber zu Fuß zu gehen!
2532889X_1980-01-29_01_067.tcf.xml-53-2	Fuß	sense4	11-16	selbst mit Füßen getretenen Menschenrechte ein von langer Hand vorbereitetes Trommelfeuer sondersgleichen, schafft ein Klima unsäglicher Wirrnis und verderbenibringenden Mißtrauens.
2532889X_1981-06-03_01_055.tcf.xml-18-25	Fuß	sense2	150-153	Wenn wir die Ursachen für die Krise so erklären, dann können wir darauf warten, daß Revisionismus und Opportunismus im Bewußtsein der Menschen festen Fuß fassen.
2532889X_1982-07-31_01_468.tcf.xml-75-11	Fuß	sense7	57-62	"Ein"" Jahr noch in Kleinfurra, der schmucken Ortschaft zu Füßen der Hainleite, mit der Schule und dem Internat, wo sie lernen und ihre Kulturprogramme proben. auf Christine Steus Nähmaschine farbenprächtige Kostüme für ihre Auftritte nähen, mit den deutschen Lehrlingen der Patenklasse LM llc aus der Schule Sportwettkämpfe-und Quizrunden austragen und wo sie an den Wochenenden.kochen, wie es ihre Mütter ' zu Hause tun."
2532889X_1984-03-27_01_120.tcf.xml-15-18	Fuß	sense7	103-108	"Im Laufe von 35 Jahren wechselte sie neunmal den Standort und wurde erst Mitte des 19. Jahrhunderts zu Füßen des „Götterberges"" endlich heimisch,"
26120215_1946_06_28_01_025.tcf.xml-31-46	Fuß	sense1	262-266	Sie schämte sich sogar des väterlichen Berufes, und hatte in der Schule einmal gelogen, ihr Vater sei in dem Badehaus an der Piischkniskaja Straße angestellt, nehme die Kleider der Kundschaft in Verwahrung und wasche den Leuten für zwei Rubel den Rücken und die Füße.
26120215_1953_03_08_01_012.tcf.xml-8-1	Fuß	sense6	3-7	Am Fuße des Sockels leuchten auf Atlas di e goldenen Sterne des Helden der Sowjetunion und des Helden der sozialistischen Arbeit. die Orden und Medaillen, die das Vaterland dem Genossen Stalan verliehen hat.
26120215_1962_06_19_01_227.tcf.xml-2-7	Fuß	sense1	39-43	Der Pfad wurde immer schlechter, meine Füße fingen an zu schmerzen, und auch den andern von der Wachgruppe ging es so.
26120215_1963_02_15_01_093.tcf.xml-44-22	Fuß	sense1	137-140	Doch bei Schichtschluß verstopfen die vielen Autobusse die Straßen, die zu einer Zeit angelegt wurden, als der Bergmann kilometerweit zu Fuß zur Grube laufen mußte.
26120215_1963_06_16_01_335.tcf.xml-14-33	Fuß	sense4	249-254	Die Äußerungen des USA-Präsidenten für eine Minderung der internationalen Spannung seien nicht damit zu vereinbaren, daß amerikanische Militärstützpunkte auf fremdem Territorium bestehenbleiben, daß die USA die souveränen Rechte anderer Staaten mit Füßen treten. daß wildeewordene Politiker der USA unverfroren zu einer offenen und sogar bewaffneten Intervention in die inneren Angelegenheiten Kubas aufrufen.
26120215_1965_05_18_01_034.tcf.xml-71-12	Fuß	sense3	88-92	Immerhin hat der für dieses Meisterstück verantwortliche Richter Dr. Schenk schon kalte Füße bekommen.
26120215_1973_08_09_01_355.tcf.xml-84-20	Fuß	sense7	81-85	Zhz., Bad, viel Neben-Berg m. IWC, Kü. u. Spk. Wel 3061 läufern des Kaulcasus am Fuße des Berges Maschuk.
26120215_1976_08_21_01_073.tcf.xml-68-9	Fuß	sense1	42-47	Er steigt aus der Wanne, tappt auf bloßen Füßen durch die Wohnung, langweilt sich, fühlt sich vernachlässigt, wird hungrig, sucht nach Essen und findet ein halbes Huhn im Kühlschrank.
26120215_1982_12_09_01_088.tcf.xml-48-31	Fuß	sense1	171-174	Aber es blieb ihm auch keine Zeit, darüber zu reflektieren; denn der Mann hinter dem Gitter erstarrte nach diesem Satz in seiner Bewegung, brachte nur langsam den rechten Fuß wieder auf die Erde, machte eine Kehrtwendung auf dem linken Absatz und blickte Frank einige-Sekunden lang forschend an.
2532889X_1968-02-25_01_067.tcf.xml-32-37	Rezeption	sense2	243-252	"Das Moskauer Dramatische Theater am Taganga-Platz, über dessen Aufführung „Der gute Mensch von Sezuan"" Regisseur Juri Ljubimow auf dem Dialog sprach, und eine Reihe anderer Bühnen sozialistischer Länder leisteten wertvolle Beiträge zur Brecht-Rezeption."
2532889X_1971-12-02_01_032.tcf.xml-3-36	Rezeption	sense1	231-240	Morgens 8.30 Uhr begrüßte Hoteldirektor Egon Wendorf den 23-jährigen Feinmechaniker Wolf gang Glimm aus den Jenaer Zeisswerken mit seiner Frau Brigitte und Töchterchen Sylvia,. die sich als erste mit einem FDGB-Ferienscheck an der Rezeption meldeten.
2532889X_1976-06-12_01_033.tcf.xml-7-6	Rezeption	sense2	42-51	Die Aufgabe der Ortsvereinigungen bei der Rezeption des literarischen Erbes ist auch Gegenstand der weiteren Vorträge und Diskussionen der Tagung, die am Sonntag beendet wird.
2532889X_1981-10-13_01_045.tcf.xml-25-13	Rezeption	sense2	83-92	(Ein Manko allerdings war die nahezu völlig fehlende Textverständlichkeit, was der Rezeption des Werkes, besonders bei ungeübten Hörern, entgegenwirkt.)
2532889X_1983-08-06_01_467.tcf.xml-49-16	Rezeption	sense2	121-130	Viele Inszenierungen setzten, obwohl zunächst heiß umstritten, Markierungspunkte in der Entwicklung von Theaterkunst und Rezeption.
2532889X_1984-06-16_01_322.tcf.xml-12-2	Rezeption	sense2	10-19	"Auch ihre Rezeption ist berücksichtigt, von Logau, Goethe (hier vermißt man die „Venezianischen Epigramme"")."
2532889X_1984-09-04_01_046.tcf.xml-13-32	Rezeption	sense2	233-242	Der Kulturbund bemühe sich unter Ausnutzung wissenschaftlicher Konferenzen und Untersuchungen, neue Bevolkerungskreise, besonders aus der Arbeiterklasse und aus der jüngeren Generation, für diese Musik zu interessieren und ihnen die Rezeption zu ermöglichen und zu erleichtern.
2532889X_1984-11-10_01_411.tcf.xml-10-11	Rezeption	sense2	77-86	So wird zugleich eine Fülle an Informationen über Werdegang, zeitgenössische Rezeption, Schaffensprobleme und Persönlichkeit der Schriftsteller geboten.
2532889X_1985-03-09_01_422.tcf.xml-5-4	Rezeption	sense2	25-34	Entstehung, Methodik und Rezeption von „Materialismus und Empiriokritizismus.
2532889X_1985-06-12_01_068.tcf.xml-2-4	Rezeption	sense2	37-46	Eine wissenschaftliche Konferenz zur Rezeption der russischen und sowjetischen Literatur von 1917 bis ' 1985 begann am Dienstag im Haus der Sowjetischen Wissenschaft und Kultur in Berlin.
2532889X_1985-09-13_01_183.tcf.xml-19-36	Rezeption	sense2	276-285	Zum 65. Geburtstag beglückwünscht das Zentralkomitee der SED herzlichst Prof. Dr. Johannes Irmscher, dessen vielfältige publizierte Forschungsergebnisse zu Fragen der Entwicklung der griechischen Literatur, zur Ideologie-und Kulturgeschichte von Byzanz sowie zu Problemen der Rezeption des antiken Erbes in der deutschen Klassik und der Antikerezeption der sozialistischen Geselschaft hohe nationale und internationale Anerkennung fanden.
2532889X_1988-01-30_01_365.tcf.xml-539-26	Rezeption	sense2	204-213	Die tatsächlichen revolutionären Veränderungen, das Bündnis der Arbeiterklasse mit der werktätigen Bauernschaft und die demokratische Bodenreform, schufen zugleich eine völlig neuartige Grundlage für die Rezeption Müntzers und seines Vermächtnisses.
2532889X_1988-01-30_01_365.tcf.xml-550-43	Rezeption	sense2	303-312	Der Weg zur praktischen Erfüllung dessen, wofür die deutschen Revolutionäre der Vergangenheit gekämpft hatten, die konsequente Orientierung der Kultur-und Bildungspolitik auf eine umfassende Aneignung des humanistischen, revolutionären Erbes schuf in der DDR eine Atmosphäre, die auch die künstlerische Rezeption des Bauernkrieges beflügelte.
2532889X_1988-03-12_01_050.tcf.xml-51-48	Rezeption	sense2	330-339	Es beweist sich aber auch, wie zutreffend die in den Thesen getroffene Einschätzung ist daß die Traditionen der frühbürgerlichen Revolution erst mit dem Eintritt der Arbeiterklasse in die politische Bewegung zu neuem Leben erweckt wurden und schließlich die revolutionären Veränderungen nach 1945 eine neuartige Grundlage für die Rezeption Müntzers schufen.
2532889X_1990-07-07_01_209.tcf.xml-60-6	Rezeption	sense1	34-43	Die hübsche Jannie Nielsen an der Rezeption — Panter hätte seine Freude gehabt sagt mit dem freundlichsten Lachein der Welt, ja, sie habe davon gehört, daß der deutsche Dichter vor langen Jahren hier war, vielleicht kann Direktor Olsen.
26120215_1968_01_14_01_110.tcf.xml-17-9	Rezeption	sense2	70-79	tischen Charakter den Betrachter emotional packt und der gedanklichen Rezeption Möglichkeiten bietet, neue gesellschaftliche Zusammenhänge zu erschließen.
26120215_1969_06_24_01_119.tcf.xml-16-3	Rezeption	sense1	20-29	"Die Steinmauern der Rezeption sind hochgezogen, das „stille Postamt"" ist fast fertig, eine Verkaufsstelle wächst, der Berlin-Information-Kiosk steht, der Platz für eine Gaststätte liegt fest, die Sport-und Spielflächen haben bereits eine Kegelbahn."
26120215_1971_03_25_01_100.tcf.xml-9-5	Rezeption	sense2	28-37	Die Auflösung und damit die Rezeption der Symbole ist also im Grunde Genommen viel einfacher als es zunächst scheint.
26120215_1971_08_04_02_019.tcf.xml-39-2	Rezeption	sense2	8-17	Bei der Rezeption von Pioduknonsaeschohen auf dem Theater interessiert ia nicht voi dringlich das Produktionsdetail, sondern der menschliche Hintereiuncl.
26120215_1972_11_09_01_081.tcf.xml-19-1	Rezeption	sense2	4-13	Die Rezeption eines Filmes geschieht nun einmal durch das Auge.
26120215_1976_11_01_01_199.tcf.xml-6-8	Rezeption	sense1	45-54	Mehrmals am Tage erkundigte sie sich bei der Rezeption nach irgendwelchen Nachrichten für sie, wurde aber ebenso regelmäßig abschlägig beschieden.
26120215_1977_10_14_01_016.tcf.xml-27-9	Rezeption	sense2	53-62	Entdeckungen an einem wenig bekannten Gorki, die der Rezeption seiner StücKe hierzulande nicht nur neue Impulse verleihen, sondern auch andere Theater zu ihrer szenischen Stellungnahme auffordern.
26120215_1981_11_14_01_411.tcf.xml-121-15	Rezeption	sense1	83-92	Geh. Ende AS. Geh.-Ang. erwünscht an 766850 Anz. Hellsucht ab 82 Tatigk im Hotelw, Rezeption o. mann, 1071 Bln., Kuglerstr. Arb.-vers.. auch artfremd. Geh.-Ang. erb. Maurer in ungek.
26120215_1988_10_08_01_377.tcf.xml-12-1	Rezeption	sense2	4-13	Die Rezeption Büchners auf den Bühnen der DDR untersuchen Ulrich Kaufmann und Frank Hörnigk.
2532889X_1947-07-06_01_083.tcf.xml-23-39	abgebrüht	sense2	222-232	"Erwin Biegel als der fröhlich-melancholische Trinker, Franz Stein als Muriels Vater, Ilya Guenten als die um eigenes Familienglück 'betrogene „alte Jungfer"", Ulrich Hoffmann, der • smarte Studiosus, und Otto Matthies, der abgebrühte Kellner, schufen besonders lebensvolle Charakterstudlen."
2532889X_1948-12-23_01_078.tcf.xml-2-92	abgebrüht	sense2	571-582	"Unter -dem Motto „Eine Hand wäscht die andere krempelte ein unappetitlicher Schwarzmarktjunglinß sein ausgefranstes rechtes Hosenbein hoch und offerierte einem „Kollegen"", dem die Ware ausgegangen war. aus seinen „sauberen"" Socken zwei Camel-Päckchen und vier Schokoladenstreifen, -Sicher ist sicher"", aaste sich der andere Schncllgerichtsaspirant und praktizierte die Sachen, naeh dem Begebenen Beispiel zwischen Strumpf und Unterhose Bezahlte, ohne zu handeln, unter Brüdern mit Rabatt versteht sich, und verdrückte sich mit dein unschuldigsten Gesiehf, wie es nur ein abgebrühter Ganove aufsetzen kann."
2532889X_1951-06-24_01_118.tcf.xml-11-23	abgebrüht	sense2	146-156	Das Blatt schreibt, dah.daher in der nächsten Zeit Proteste der Sowjetunion und der Volksdemokratien gegen diese Einflüge laut werden dürften Die abgebrühte Kaltschnäuzigkeil derer, die gewohnt sind, aus Blut Dollar zu machen, bringt die Zeitung mit den Worten zum Ausdruck:. Es kann zwar nicht offiziell zugegeben werden, aber es wird sich hierbei um Flugzeuge handeln, die im Rahmen der psychologischen Kriegführung Agenten absetzen sowie Anweisungen und Geldmittel für Saboteure abwerfen.
2532889X_1959-04-28_01_013.tcf.xml-1-26	abgebrüht	sense2	167-181	Vielen einen Umfang muß der Sumpi * » der politischen Korruption und moralischen Degradation unter den herrschenden Kreisen Bonns angenommen haben, wenn er selbst den abgebrühtesten Journalisten der Westpresse in die keineswegs empfindlichen Nasen zu steigen beginnt?
2532889X_1961-09-16_01_006.tcf.xml-7-11	abgebrüht	sense2	82-92	"Es gibt die unterschiedlichsten Angaben iiber Startplatz und Flugroute, Besonders abgebrühte Lügner erzählen Märchen von einem ominösen Funkleitstrahl, auf dem die Maschinen „möglicherweise In den Osten gelockt"" wurden."
2532889X_1963-03-21_01_008.tcf.xml-8-12	abgebrüht	sense2	74-88	"Das Blatt schreibt, „die Montagsvorstellung im Bundestag mußte selbst die abgebrühtesten Beobachter erschüttern""."
2532889X_1963-12-14_01_038.tcf.xml-22-3	abgebrüht	sense2	17-26	Manche sind ganz abgebrüht, die machen dann montags frei.
2532889X_1966-03-19_01_022.tcf.xml-20-14	abgebrüht	sense2	79-89	"Feine Komplicen also: der Hitleranbeter Ky, „Freiheitsheld"" Johnson und dieser abgebrühte Held der westlichen Welt."
2532889X_1990-08-03_01_044.tcf.xml-3-14	abgebrüht	sense2	101-112	Was die Bonner Parteien und ihre ostlichen Ziehkinder gegenwärtig veranstalten, kann jedenfalls auch abgebrühten Naturen die Schamröte ins Gesicht treiben.
26120215_1953_05_27_01_094.tcf.xml-4-9	abgebrüht	sense2	38-49	Oft nkbt man es. daß die Betrüger mit abgebrühter Frechheit vor den Schranken des Gerichts stehen und höhnisch bi richten, wie sie in Saus und Braus Gelebt haben und in welche dunklen Kanäle der westlichen Schieberwelt sie das, was der fleißige Arbeiter an der Wcrkbink schuf, gebracht haben.
26120215_1955_10_16_02_013.tcf.xml-13-4	abgebrüht	sense2	24-33	Billy Hopp war genügend abgebrüht, um diesen feindseligen Blicken standzuhalten.
26120215_1956_01_24_01_030.tcf.xml-11-4	abgebrüht	sense2	17-28	Er hätte von dem abgebrühten Reporter zumindest ein bißchen Ironie bei diesen Worten erwartet.
26120215_1956_04_22_02_105.tcf.xml-65-30	abgebrüht	sense2	168-178	Aber der größte Teil der Arbeiter kam aus dem Binnenland, aus Sachsen, aus den verschiedensten Berufen, ganz unerfahren in der Hafen-und Fischarbeit; es waren allerlei abgebrühte Burschen darunter.
26120215_1956_12_23_02_234.tcf.xml-27-2	abgebrüht	sense2	8-18	Es sind abgebrühte Liebespärchen: Sie kurven ein wenig in der Luft umher, und dann füttern die natterhaften Wesen seelenruhig weiter.
26120215_1957_03_12_01_174.tcf.xml-16-10	abgebrüht	sense2	71-82	Falsche Kameradschaft bindet ihn anfänglich an die Gefährten und ihren abgebrühten Nazi-Zynismus.
26120215_1957_05_19_02_149.tcf.xml-23-17	abgebrüht	sense2	97-111	"In der menschlichen Mistgrube seiner „Beziehungen"" zu diesen Kindern zu graben, kotzt selbst den abgebrühtesten Gerichtsberichter an."
26120215_1958_12_24_01_169.tcf.xml-28-12	abgebrüht	sense2	62-73	Leistung Engels darin, daß eg ihm gelang, die trostlose Herde abgebrühter amerikanischer Flieger bei aller zweckbedingten Gleichförmigkeit aus Individuen bestehen zu lassen.
26120215_1959_09_03_01_190.tcf.xml-12-7	abgebrüht	sense2	51-62	"Krckodilslränen — dieses treffende Bild hätten die abgebrühten Kriegshetzer vielleicht noch „geschluckt""."
26120215_1966_05_25_01_169.tcf.xml-16-4	abgebrüht	sense2	28-39	Die Bekanntschaft mit einem abgebrühten Ganoven, aufwendige Gaststättenbesuche und eine reizvolle Frau führen ihn auf einen Weg, der zu einem bösen Ende führen muß.
26120215_1966_11_11_01_073.tcf.xml-81-3	abgebrüht	sense2	18-27	Pickler war gewiß abgebrüht, er riskierte viel, aber so bodenlos frech?
26120215_1977_10_20_01_265.tcf.xml-13-7	abgebrüht	sense1	43-52	Vorher müssen alle Pilze mit heißem Wasser abgebrüht werden.
26120215_1989_02_25_01_393.tcf.xml-29-31	abgebrüht	sense2	135-144	Keiner von den Maus, natürlich nicht, die kämen ja im Auto. Endlich, man fahrt los, der Schreck läßt nach, der Spuk ist orbei Jack tut abgebrüht, er fingert am Schreibtisch, will eine Niete sein, doch Jenny hat genug, ihr reicht es.
26120215_1989_04_28_01_171.tcf.xml-2-7	abgebrüht	sense2	34-45	Nichts mehr von der Keckheit, dem abgebrühten Humor, der ihn in der ersten Nacht eils amüsiert, teils-befremdet hatte.
26120215_1989_12_16_01_134.tcf.xml-25-23	abgebrüht	sense2	169-180	Bogart gelang dann immer wieder das Kunststück, durch die verschiedenen Charaktere seine Persönlichkeit durchschimmern zu lassen und so die unverwechselbare Figur eines abgebrühten individualistischen Abenteurers zu formen, mit einem Anhauch von Idealismus hinter der rauhen Fassade, ein Philosoph im Trenchcoat.
2532889X_1966-03-29_01_056.tcf.xml-3-9	Dynamik	sense2	49-56	In einer Entwicklung « --Phase von so gewaltiger Dynamik kommt es für einen Industriestaat vom Hange der Deutschen Demokratischen Republik entscheidend darauf an, daß alle bestehenden Möglichkeiten ausgeschöpft werden, um dem Neuen, dort wo es sich wirtschaftlich lohnt, schnell zum Durchbrach zu verhelfen.
2532889X_1974-12-15_01_163.tcf.xml-76-16	Dynamik	sense2	103-110	Die wirtschaftliche Entwicklung der DDR werde in diesem Jahr „im allgemeinen von Kontinuität und hoher Dynamik gekennzeichnet*, schreibt das Blatt.
2532889X_1976-05-21_01_087.tcf.xml-148-17	Dynamik	sense2	92-99	"ANGOLA Die Zeitung „Diario de Luanda"" hebt die Worte Erich Honeckers hervor, Stabilität und Dynamik des sozialistischen Weltsystems bestimmten in engem Zusammenwirken mit der internationalen Arbeiterbewegung und der nationalen Befreiungsbewegung immer mehr den Gang der Dinge iii der Welt."
2532889X_1976-07-01_01_039.tcf.xml-9-12	Dynamik	sense2	69-76	Es kann für uns keinen Zweifel daran geben, daß die außerordentliche Dynamik dieser Entwicklung, deren positive Auswirkungen auf das Leben unserer Völker mit jedem Tag stärker werden, vor allem dem einigen Vorgehen der kommunistischen und Arbeiterparteien zuzuschreiben ist, die ihren Kampf und ihre Politik auf die wissenschaftlichen und wahrhaft revolutionären Erkenntnisse des Marxismus-Leninismus begründen.
2532889X_1980-01-02_01_075.tcf.xml-13-12	Dynamik	sense2	61-68	„Sie hat auf die anderen Künste vor allem gewirkt durch ihre Dynamik, eine Vielzahl schöpferischer Ideen und hohe technische Qualität.
