spearman_r1,spearman_r2,spearman_r3,spearman_r4,spearman_r5
0.7768595041322314,0.7768595041322314,0.7768595041322314,0.7768595041322314,0.7768595041322314
0.7692322486007724,0.7692322486007724,0.7692322486007724,0.7692322486007724,0.7692322486007724
0.7692322486007724,0.7692322486007724,0.7692322486007724,0.7692322486007724,0.7692322486007724
0.6872553284036538,0.6872553284036538,0.6781209221400608,0.6872553284036538,0.6872553284036538
0.7220530665506741,0.7220530665506741,0.7220530665506741,0.7220530665506741,0.7220530665506741
0.7738147020443671,0.7738147020443671,0.7738147020443671,0.7738147020443671,0.7738147020443671
0.7394519356241844,0.742061765985211,0.742061765985211,0.742061765985211,0.742061765985211
0.823836450630709,0.823836450630709,0.8281861678990865,0.8281861678990865,0.8281861678990865
0.8260113092648976,0.8281861678990865,0.8281861678990865,0.823836450630709,0.8260113092648976
0.8381905176163549,0.8381905176163549,0.8381905176163549,0.8381905176163549,0.8381905176163549
0.5468153329916067,0.5468153329916067,0.545054253014178,0.5344877731496058,0.5468153329916067
0.524361563279391,0.5472556029859639,0.534928043143963,0.534928043143963,0.534928043143963
0.4997064435953894,0.4997064435953894,0.4997064435953894,0.4997064435953894,0.4997064435953894
0.523676533187103,0.523676533187103,0.5679808084144383,0.523676533187103,0.523676533187103
0.523676533187103,0.523676533187103,0.523676533187103,0.523676533187103,0.523676533187103
0.7178113293719268,0.7178113293719268,0.7178113293719268,0.7178113293719268,0.7151819838430918
0.5219525169207923,0.523699638316343,0.5219525169207923,0.5219525169207923,0.5219525169207923
0.5219525169207923,0.5468489968073907,0.523699638316343,0.523699638316343,0.5219525169207923
0.5173250306453919,0.519504158828397,0.5173250306453919,0.519504158828397,0.519504158828397
0.6150571821169682,0.6207806920436114,0.6150571821169682,0.6207806920436114,0.6207806920436114
0.6207806920436114,0.6207806920436114,0.6207806920436114,0.6207806920436114,0.6207806920436114
0.5904020624329667,0.5939242223878239,0.5939242223878239,0.5904020624329667,0.5939242223878239
