spearman_r1,spearman_r2,spearman_r3,spearman_r4,spearman_r5
0.31752936059156156,0.31752936059156156,0.31752936059156156,0.31752936059156156,0.31752936059156156
0.057889022131054,0.057889022131054,0.057889022131054,0.057889022131054,0.057889022131054
0.05547110430873692,0.05547110430873692,0.05547110430873692,0.05547110430873692,0.05547110430873692
0.07774690210200923,0.07774690210200923,0.07774690210200923,0.07774690210200923,0.07774690210200923
0.7281829625958899,0.7281829625958899,0.7281829625958899,0.7281829625958899,0.7281829625958899
0.10395824271422356,0.10395824271422356,0.10395824271422356,0.10395824271422356,0.10395824271422356
-0.01609045482699343,-0.01609045482699343,-0.01609045482699343,-0.01609045482699343,-0.01609045482699343
0.29354208130325854,0.29354208130325854,0.29354208130325854,0.29354208130325854,0.29354208130325854
0.4668911460354587,0.4668911460354587,0.4668911460354587,0.4668911460354587,0.4668911460354587
0.04010471601166181,0.04010471601166181,0.04010471601166181,0.04010471601166181,0.04010471601166181
0.02849086663125507,0.02849086663125507,0.02849086663125507,0.02849086663125507,0.02849086663125507
0.26121037328522156,0.26121037328522156,0.26121037328522156,0.26121037328522156,0.26121037328522156
