identifier1	identifier2	annotator	judgment	comment	lemma	round
bib11653790_18980617_145648_46_0008_alto.xml-22-5	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	4.0	 	uppslag	3
bib11653823_18231108_144010_260_0004_alto.xml-2-14	bib11653823_18270414_144010_87_0003_alto.xml-6-62	annotator2	4.0	 	uppslag	3
bib13506739_18281208_144030_287_0004_alto.xml-13-13	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib15650837_18180218_146391_14_0004_alto.xml-3-7	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib19277277_18290113_147682_9_0001_alto.xml-1-6	bib11653828_18290103_144028_2_0004_alto.xml-2-5	annotator2	1.0	 	uppslag	3
bib13506739_18130217_144030_39_0006_alto.xml-0-21	bib19227291_18970313_145289_31_0003_alto.xml-12-2	annotator2	1.0	 	uppslag	3
bib11653828_18281230_144028_299_0003_alto.xml-3-76	bib11653823_18270414_144010_87_0003_alto.xml-6-62	annotator2	1.0	 	uppslag	3
bib11653823_18280829_144010_201_0003_alto.xml-1-2	bib11653828_18280715_144028_159_0003_alto.xml-0-5	annotator2	1.0	 	uppslag	3
bib11653811_19021022_145317_162_0002_alto.xml-139-28	bib11653823_18271211_144010_290_0003_alto.xml-13-7	annotator2	4.0	 	uppslag	3
bib11653811_18990904_145317_135_0002_alto.xml-6-26	bib19227462_18951128_147640_278_0003_alto.xml-141-13	annotator2	4.0	 	uppslag	3
bib11653823_18270421_144010_92_0003_alto.xml-2-15	bib19277277_18290102_147682_1_0001_alto.xml-21-2	annotator2	1.0	 	uppslag	3
bib11653823_18300712_144010_157_0002_alto.xml-10-2	bib11653828_18280715_144028_159_0003_alto.xml-0-5	annotator2	1.0	 	uppslag	3
bib13506739_18280130_144030_25_0003_alto.xml-0-7	bib11653828_18190312_144028_59_0004_alto.xml-10-6	annotator2	1.0	 	uppslag	3
bib11653825_18031110_145134_131_0002_alto.xml-19-6	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib13506739_18200425_144030_94_0006_alto.xml-4-24	bib11653823_18291121_0_271_0003_alto.xml-6-2	annotator2	1.0	 	uppslag	3
bib11653825_18200612_145134_66_0003_alto.xml-8-13	bib11653828_18280715_144028_159_0003_alto.xml-0-5	annotator2	1.0	 	uppslag	3
bib11653823_18270421_144010_92_0003_alto.xml-2-15	bib19225758_18950520_144022_116_0004_alto.xml-10-7	annotator2	2.0	 	uppslag	3
bib15650814_18950729_146365_174_0002_alto.xml-18-20	bib19277277_18950329_147683_86_0003_alto.xml-139-31	annotator2	4.0	 	uppslag	3
bib13506739_18300915_144030_213_0003_alto.xml-4-5	bib11653828_18291230_144028_302_0005_alto.xml-0-40	annotator2	4.0	 	uppslag	3
bib19520388_18090215_147487_7_0007_alto.xml-4-21	bib11653823_18300318_144010_64_0002_alto.xml-22-2	annotator2	1.0	 	uppslag	3
bib11653838_19010405_147024_14_0001_alto.xml-21-25	bib11653823_18300318_144010_64_0002_alto.xml-22-2	annotator2	1.0	 	uppslag	3
bib15760600_18950806_146401_92_0003_alto.xml-158-44	bib19225772_18041017_148004_121_0002_alto.xml-7-19	annotator2	1.0	 	uppslag	3
bib11653790_18980617_145648_46_0008_alto.xml-22-5	bib19277277_18290102_147682_1_0001_alto.xml-21-2	annotator2	1.0	 	uppslag	3
bib11653790_19010212_145648_12_0003_alto.xml-192-11	bib11653823_18291121_0_271_0003_alto.xml-6-2	annotator2	1.0	 	uppslag	3
bib11653823_18231108_144010_260_0004_alto.xml-2-14	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator2	1.0	 	uppslag	3
bib11653811_19021022_145317_162_0002_alto.xml-139-28	bib11653828_18290103_144028_2_0004_alto.xml-2-5	annotator2	1.0	 	uppslag	3
bib11653790_18980812_145648_61_0005_alto.xml-12-12	bib11653828_18290103_144028_2_0004_alto.xml-2-5	annotator2	1.0	 	uppslag	3
bib19277349_18950817_147403_105_0004_alto.xml-146-6	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator2	1.0	 	uppslag	3
bib13506739_18280807_144030_182_0003_alto.xml-12-22	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib15873936_18950404_147385_41_0003_alto.xml-149-23	bib19225758_18950710_144022_157_0003_alto.xml-187-13	annotator2	1.0	 	uppslag	3
bib13506739_18300618_144030_138_0002_alto.xml-7-9	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib19225772_18031230_148004_151_0003_alto.xml-7-16	bib19225758_18950520_144022_116_0004_alto.xml-10-7	annotator2	1.0	 	uppslag	3
bib13506739_18021204_144030_278_0004_alto.xml-8-68	bib19277277_18290102_147682_1_0001_alto.xml-21-2	annotator2	1.0	 	uppslag	3
bib13506739_18300220_144030_42_0004_alto.xml-8-12	bib19277277_18290102_147682_1_0001_alto.xml-21-2	annotator2	1.0	 	uppslag	3
bib11653828_18291230_144028_302_0005_alto.xml-0-40	bib19225758_18950520_144022_116_0004_alto.xml-10-7	annotator2	2.0	 	uppslag	3
bib13506739_18270605_144030_128_0002_alto.xml-43-3	bib11653823_18271211_144010_290_0003_alto.xml-13-7	annotator2	1.0	 	uppslag	3
bib11653811_19020827_145317_130_0004_alto.xml-13-10	bib15761570_18951116_146176_189_0003_alto.xml-208-13	annotator2	1.0	 	uppslag	3
bib11653811_19021022_145317_162_0002_alto.xml-139-28	bib11653815_18970127_146944_10_0003_alto.xml-11-12	annotator2	4.0	 	uppslag	3
bib11653828_18040920_144028_219_0002_alto.xml-11-7	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib13506739_18180604_144030_125_0004_alto.xml-18-27	bib15873936_18951026_147385_126_0002_alto.xml-116-42	annotator2	1.0	 	uppslag	3
bib11653811_19030418_145317_59_0004_alto.xml-215-14	bib11653828_18291230_144028_302_0005_alto.xml-0-40	annotator2	1.0	 	uppslag	3
bib11653790_18980617_145648_46_0008_alto.xml-22-5	bib11653823_18271211_144010_290_0003_alto.xml-13-7	annotator2	1.0	 	uppslag	3
bib11653823_18231219_144010_295_0005_alto.xml-1-34	bib19227291_18950427_145289_50_0002_alto.xml-91-100	annotator2	1.0	 	uppslag	3
bib13506739_18251229_144030_302_0003_alto.xml-3-3	bib19225758_18950520_144022_116_0004_alto.xml-10-7	annotator2	2.0	 	uppslag	3
bib11653828_18030711_144028_153_0002_alto.xml-12-8	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib19225772_18040620_148004_70_0004_alto.xml-10-10	bib19277277_18290102_147682_1_0001_alto.xml-21-2	annotator2	1.0	 	uppslag	3
bib11653823_18211103_144010_258_0002_alto.xml-2-19	bib11653790_18990210_145648_11_0002_alto.xml-39-9	annotator2	1.0	 	uppslag	3
bib13506739_18110322_144030_69_0013_alto.xml-1-79	bib11653828_18290103_144028_2_0004_alto.xml-2-5	annotator2	1.0	 	uppslag	3
bib11653823_18291121_0_271_0003_alto.xml-6-2	bib11653823_18291215_0_291_0002_alto.xml-4-2	annotator2	4.0	 	uppslag	3
bib13506739_18221121_144030_272_0012_alto.xml-1-71	bib11653828_18290103_144028_2_0004_alto.xml-2-5	annotator2	1.0	 	uppslag	3
bib15650837_18951216_146391_293_0003_alto.xml-113-0	bib11653828_18190312_144028_59_0004_alto.xml-10-6	annotator2	1.0	 	uppslag	3
bib11653823_18280829_144010_201_0003_alto.xml-1-2	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib19277277_18301022_147682_245_0001_alto.xml-26-24	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator2	1.0	 	uppslag	3
bib11653823_18270419_144010_90_0003_alto.xml-16-3	bib11653823_18270414_144010_87_0003_alto.xml-6-62	annotator2	4.0	 	uppslag	3
bib11653815_18950917_146944_110_0002_alto.xml-6-2	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator2	4.0	 	uppslag	3
bib11653823_18211103_144010_258_0002_alto.xml-2-19	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator2	1.0	 	uppslag	3
bib19227291_18170709_145289_28_0004_alto.xml-3-12	bib11653828_18280715_144028_159_0003_alto.xml-0-5	annotator2	1.0	 	uppslag	3
bib11653823_18270122_144010_17_0002_alto.xml-17-23	bib19225772_18041017_148004_121_0002_alto.xml-7-19	annotator2	1.0	 	uppslag	3
bib13506739_18270605_144030_128_0002_alto.xml-43-3	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib11653825_18020506_145134_54_0002_alto.xml-0-17	bib19225758_18950710_144022_157_0003_alto.xml-187-13	annotator2	1.0	 	uppslag	3
bib19225792_18111123_147359_47_0007_alto.xml-6-47	bib11653828_18190312_144028_59_0004_alto.xml-10-6	annotator2	1.0	 	uppslag	3
bib13506739_18091125_144030_275_0004_alto.xml-5-10	bib11653823_18291121_0_271_0003_alto.xml-6-2	annotator2	1.0	 	uppslag	3
bib15760690_18950216_145050_27_0003_alto.xml-122-23	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib19349359_18951112_148383_134_0002_alto.xml-37-7	bib15978012_18950304_148361_53_0001_alto.xml-56-18	annotator2	4.0	 	uppslag	3
bib11653823_18280508_144010_107_0003_alto.xml-9-6	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib11653811_19021115_145317_176_0002_alto.xml-112-9	bib11653790_19010212_145648_12_0003_alto.xml-192-11	annotator2	1.0	 	uppslag	3
bib11653823_18291121_0_271_0003_alto.xml-6-2	bib11653830_18950607_146968_64_0002_alto.xml-50-7	annotator2	1.0	 	uppslag	3
bib19277277_18951124_147683_321_0004_alto.xml-50-0	bib11653823_18291121_0_271_0003_alto.xml-6-2	annotator2	1.0	 	uppslag	3
bib11653825_18170623_145134_75_0003_alto.xml-4-5	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator2	1.0	 	uppslag	3
bib11653823_18291204_0_282_0002_alto.xml-13-2	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib15760690_18950216_145050_27_0003_alto.xml-122-23	bib11653828_18280715_144028_159_0003_alto.xml-0-5	annotator2	4.0	 	uppslag	3
bib13506739_18200425_144030_94_0006_alto.xml-4-24	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib11653828_18281230_144028_299_0003_alto.xml-3-76	bib11653828_18290103_144028_2_0004_alto.xml-2-5	annotator2	1.0	 	uppslag	3
bib11653825_18170623_145134_75_0003_alto.xml-4-5	bib11653828_18280715_144028_159_0003_alto.xml-0-5	annotator2	1.0	 	uppslag	3
bib19277277_18951124_147683_321_0004_alto.xml-50-0	bib19225772_18041017_148004_121_0002_alto.xml-7-19	annotator2	1.0	 	uppslag	3
bib13506739_18300618_144030_138_0002_alto.xml-7-9	bib19225758_18950520_144022_116_0004_alto.xml-10-7	annotator2	2.0	 	uppslag	3
bib11653790_18980617_145648_46_0008_alto.xml-22-5	bib11653790_18990210_145648_11_0002_alto.xml-39-9	annotator2	4.0	 	uppslag	3
bib15873936_18960418_147385_45_0003_alto.xml-29-7	bib15873371_18950607_145112_152_0003_alto.xml-4-31	annotator2	1.0	 	uppslag	3
bib11653790_18991110_145648_88_0006_alto.xml-86-29	bib19277277_18250430_147682_98_0002_alto.xml-10-22	annotator2	1.0	 	uppslag	3
bib13506739_18200608_144030_130_0010_alto.xml-11-37	bib11653828_18280715_144028_159_0003_alto.xml-0-5	annotator2	1.0	 	uppslag	3
bib15975090_18950209_148377_17_0003_alto.xml-29-2	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	4.0	 	uppslag	3
bib19225758_18950720_144022_166_0006_alto.xml-203-5	bib11653790_18981223_145648_99_0006_alto.xml-9-22	annotator2	1.0	 	uppslag	3
bib15975090_18950209_148377_17_0003_alto.xml-29-2	bib11653823_18270414_144010_87_0003_alto.xml-6-62	annotator2	1.0	 	uppslag	3
bib11653806_18150421_145120_42_0004_alto.xml-0-8	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib11653828_18281229_144028_298_0004_alto.xml-6-26	bib15761570_18951116_146176_189_0003_alto.xml-208-13	annotator2	1.0	 	uppslag	3
bib11653790_18991110_145648_88_0006_alto.xml-86-29	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator2	1.0	 	uppslag	3
bib11653823_18280304_144010_54_0003_alto.xml-5-12	bib11653823_18301104_144010_256_0003_alto.xml-19-2	annotator2	4.0	 	uppslag	3
bib11653790_18991110_145648_88_0006_alto.xml-86-29	bib11653828_18290103_144028_2_0004_alto.xml-2-5	annotator2	4.0	 	uppslag	3
bib11653790_18971224_145648_101_0012_alto.xml-8-11	bib11653828_18290103_144028_2_0004_alto.xml-2-5	annotator2	1.0	 	uppslag	3
bib13506739_18280130_144030_25_0003_alto.xml-0-7	bib11653823_18270611_144010_133_0002_alto.xml-9-11	annotator2	4.0	 	uppslag	3
bib13506739_18280522_144030_118_0002_alto.xml-15-4	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator2	1.0	 	uppslag	3
bib11653828_18291230_144028_302_0005_alto.xml-0-40	bib11653823_18240909_144010_209_0007_alto.xml-10-31	annotator2	4.0	 	uppslag	3
bib15650814_18950729_146365_174_0002_alto.xml-18-20	bib11653830_18950607_146968_64_0002_alto.xml-50-7	annotator2	4.0	 	uppslag	3
bib11653823_18280829_144010_201_0003_alto.xml-0-3	bib13506739_18270410_144030_84_0002_alto.xml-17-27	annotator2	4.0	 	uppslag	3
bib11653811_19021115_145317_176_0002_alto.xml-112-9	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	4.0	 	uppslag	3
bib19277277_18950324_147683_82_0005_alto.xml-154-12	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib11653790_18991110_145648_88_0006_alto.xml-86-29	bib11653828_18190312_144028_59_0004_alto.xml-10-6	annotator2	4.0	 	uppslag	3
bib15975090_18950209_148377_17_0003_alto.xml-29-2	bib19227291_18970313_145289_31_0003_alto.xml-12-2	annotator2	0.0	 	uppslag	3
bib11653828_18280715_144028_159_0003_alto.xml-0-5	bib11653828_18290103_144028_2_0004_alto.xml-2-5	annotator2	4.0	 	uppslag	3
bib15873371_18950607_145112_152_0003_alto.xml-4-31	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator2	4.0	 	uppslag	3
bib13506739_18280522_144030_118_0002_alto.xml-15-4	bib19225772_18041017_148004_121_0002_alto.xml-7-19	annotator2	1.0	 	uppslag	3
bib11653811_19021022_145317_162_0002_alto.xml-139-28	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator2	3.0	 	uppslag	3
bib11653828_18031017_144028_237_0002_alto.xml-2-7	bib11653828_18290103_144028_2_0004_alto.xml-2-5	annotator2	1.0	 	uppslag	3
bib19225758_18950209_144022_34_0006_alto.xml-188-15	bib15761570_18951116_146176_189_0003_alto.xml-208-13	annotator2	1.0	 	uppslag	3
bib15650814_18950426_146365_97_0002_alto.xml-57-51	bib19277277_18290102_147682_1_0001_alto.xml-21-2	annotator2	1.0	 	uppslag	3
bib19225758_18950520_144022_116_0004_alto.xml-10-7	bib11653823_18240909_144010_209_0007_alto.xml-10-31	annotator2	2.0	 	uppslag	3
bib11653823_18270421_144010_92_0003_alto.xml-2-15	bib11653828_18280715_144028_159_0003_alto.xml-0-5	annotator2	1.0	 	uppslag	3
bib11653823_18270419_144010_90_0003_alto.xml-16-3	bib11653828_18280715_144028_159_0003_alto.xml-0-5	annotator2	1.0	 	uppslag	3
bib11653811_18961007_145317_154_0003_alto.xml-84-9	bib11653823_18300318_144010_64_0002_alto.xml-22-2	annotator2	1.0	 	uppslag	3
bib13506739_18250609_144030_130_0001_alto.xml-25-48	bib19277277_18290102_147682_1_0001_alto.xml-21-2	annotator2	1.0	 	uppslag	3
bib19520388_18060521_147487_20_0002_alto.xml-1-13	bib15761570_18951116_146176_189_0003_alto.xml-208-13	annotator2	4.0	 	uppslag	3
bib11653823_18270421_144010_92_0003_alto.xml-2-15	bib11653823_18291215_0_291_0002_alto.xml-4-2	annotator2	4.0	 	uppslag	3
bib11653823_18231219_144010_295_0005_alto.xml-1-34	bib11653823_18271211_144010_290_0003_alto.xml-13-7	annotator2	4.0	 	uppslag	3
bib11653823_18270419_144010_90_0003_alto.xml-16-3	bib19225758_18950520_144022_116_0004_alto.xml-10-7	annotator2	2.0	 	uppslag	3
bib13506739_18110322_144030_69_0013_alto.xml-1-79	bib11653828_18291230_144028_302_0005_alto.xml-0-40	annotator2	4.0	 	uppslag	3
bib11653811_19031019_145317_162_0001_alto.xml-62-36	bib11653828_18280715_144028_159_0003_alto.xml-0-5	annotator2	1.0	 	uppslag	3
bib15873936_18961212_147385_145_0003_alto.xml-137-6	bib11653828_18291230_144028_302_0005_alto.xml-0-40	annotator2	1.0	 	uppslag	3
bib11653828_18281230_144028_299_0003_alto.xml-3-76	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator2	1.0	 	uppslag	3
bib11653823_18291204_0_282_0002_alto.xml-13-2	bib15761570_18951116_146176_189_0003_alto.xml-208-13	annotator2	1.0	 	uppslag	3
bib11653823_18280724_144010_170_0002_alto.xml-7-7	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib15650837_18951216_146391_293_0003_alto.xml-113-0	bib11653823_18291121_0_271_0003_alto.xml-6-2	annotator2	1.0	 	uppslag	3
bib11653828_18070729_144028_172_0002_alto.xml-5-7	bib15761570_18951116_146176_189_0003_alto.xml-208-13	annotator2	1.0	 	uppslag	3
bib11653823_18270122_144010_17_0002_alto.xml-17-23	bib11653823_18270611_144010_133_0002_alto.xml-9-11	annotator2	4.0	 	uppslag	3
bib13506739_18280807_144030_182_0003_alto.xml-10-29	bib19277277_18290102_147682_1_0001_alto.xml-21-2	annotator2	1.0	 	uppslag	3
bib19227291_18950822_145289_100_0002_alto.xml-33-6	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib13506739_18280807_144030_182_0003_alto.xml-12-22	bib19277277_18250430_147682_98_0002_alto.xml-10-22	annotator2	4.0	 	uppslag	3
bib13506739_18211025_144030_250_0001_alto.xml-2-43	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator2	1.0	 	uppslag	3
bib19223423_18290107_145063_2_0001_alto.xml-2-34	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib11653823_18260113_144010_10_0003_alto.xml-1-3	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator2	1.0	 	uppslag	3
bib19225758_18950720_144022_166_0006_alto.xml-203-5	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator2	4.0	 	uppslag	3
bib11653823_18300318_144010_64_0002_alto.xml-22-2	bib11653828_18280715_144028_159_0003_alto.xml-0-5	annotator2	1.0	 	uppslag	3
bib11653790_18981223_145648_99_0006_alto.xml-9-22	bib11653823_18291121_0_271_0003_alto.xml-6-2	annotator2	1.0	 	uppslag	3
bib11653823_18271231_144010_305_0002_alto.xml-24-3	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator2	1.0	 	uppslag	3
bib11653823_18280304_144010_54_0003_alto.xml-5-12	bib11653828_18190312_144028_59_0004_alto.xml-10-6	annotator2	1.0	 	uppslag	3
bib11653823_18280304_144010_54_0003_alto.xml-5-12	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator2	1.0	 	uppslag	3
bib13506739_18200929_144030_226_0006_alto.xml-14-8	bib19225772_18041017_148004_121_0002_alto.xml-7-19	annotator2	1.0	 	uppslag	3
bib13506739_18250205_144030_29_0002_alto.xml-13-6	bib11653828_18290103_144028_2_0004_alto.xml-2-5	annotator2	1.0	 	uppslag	3
bib13506739_18110322_144030_69_0010_alto.xml-7-24	bib11653828_18190312_144028_59_0004_alto.xml-10-6	annotator2	1.0	 	uppslag	3
bib13506739_18270119_144030_15_0002_alto.xml-6-18	bib11653828_18291230_144028_302_0005_alto.xml-0-40	annotator2	4.0	 	uppslag	3
bib11653823_18270421_144010_92_0003_alto.xml-2-15	bib15873936_18951026_147385_126_0002_alto.xml-116-42	annotator2	1.0	 	uppslag	3
bib11653811_19030418_145317_59_0004_alto.xml-215-14	bib19277277_18290102_147682_1_0001_alto.xml-21-2	annotator2	2.0	 	uppslag	3
bib13506739_18300618_144030_138_0002_alto.xml-7-9	bib19227291_18970313_145289_31_0003_alto.xml-12-2	annotator2	1.0	 	uppslag	3
bib15975087_18950102_145596_1_0004_alto.xml-12-74	bib19277301_18961123_145146_97_0002_alto.xml-141-18	annotator2	4.0	 	uppslag	3
bib13506739_18280130_144030_25_0003_alto.xml-0-7	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib11653828_18290721_144028_165_0003_alto.xml-18-11	bib11653823_18291014_0_238_0004_alto.xml-5-20	annotator2	1.0	 	uppslag	3
bib19277277_18951124_147683_321_0003_alto.xml-135-9	bib15761570_18951116_146176_189_0003_alto.xml-208-13	annotator2	1.0	 	uppslag	3
bib11653823_18280829_144010_201_0003_alto.xml-1-2	bib11653823_18291121_0_271_0003_alto.xml-6-2	annotator2	4.0	 	uppslag	3
bib19223423_18030129_145063_8_0001_alto.xml-2-17	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib15873371_18950327_145112_84_0003_alto.xml-17-8	bib19277277_18290102_147682_1_0001_alto.xml-21-2	annotator2	4.0	 	uppslag	3
bib13506739_18221121_144030_272_0013_alto.xml-0-18	bib11653828_18190312_144028_59_0004_alto.xml-10-6	annotator2	1.0	 	uppslag	3
bib13506739_18200929_144030_226_0006_alto.xml-14-8	bib15873371_18950322_145112_80_0002_alto.xml-159-4	annotator2	1.0	 	uppslag	3
bib13506739_18290316_144030_62_0003_alto.xml-17-85	bib19225772_18041017_148004_121_0002_alto.xml-7-19	annotator2	1.0	 	uppslag	3
bib19277277_18951206_147683_333_0005_alto.xml-72-11	bib11653828_18280715_144028_159_0003_alto.xml-0-5	annotator3	1.0	 	uppslag	3
bib19227291_18170709_145289_28_0004_alto.xml-3-12	bib11653823_18291215_0_291_0002_alto.xml-4-2	annotator3	1.0	 	uppslag	3
bib19227291_18170709_145289_28_0004_alto.xml-3-12	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator3	1.0	 	uppslag	3
bib19225772_18031230_148004_151_0003_alto.xml-7-16	bib11653823_18301104_144010_256_0003_alto.xml-19-2	annotator3	4.0	 	uppslag	3
bib13506739_18300618_144030_138_0002_alto.xml-7-9	bib19225772_18041017_148004_121_0002_alto.xml-7-19	annotator3	1.0	 	uppslag	3
bib19225758_18950520_144022_116_0004_alto.xml-10-7	bib11653823_18280508_144010_107_0003_alto.xml-9-6	annotator3	1.0	 	uppslag	3
bib15873936_18950404_147385_41_0003_alto.xml-149-23	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator3	4.0	 	uppslag	3
bib11653838_19010405_147024_14_0001_alto.xml-21-25	bib11653828_18290103_144028_2_0004_alto.xml-2-5	annotator3	1.0	 	uppslag	3
bib13506739_18211025_144030_250_0001_alto.xml-2-43	bib11653823_18291215_0_291_0002_alto.xml-4-2	annotator3	1.0	 	uppslag	3
bib11653823_18270122_144010_17_0002_alto.xml-17-23	bib19225772_18041017_148004_121_0002_alto.xml-7-19	annotator3	1.0	 	uppslag	3
bib19225758_18950720_144022_166_0006_alto.xml-203-5	bib11653790_18981223_145648_99_0006_alto.xml-9-22	annotator3	1.0	 	uppslag	3
bib13506739_18200929_144030_226_0006_alto.xml-14-8	bib11653828_18190312_144028_59_0004_alto.xml-10-6	annotator3	1.0	 	uppslag	3
bib19227462_18951128_147640_278_0003_alto.xml-141-13	bib11653828_18190312_144028_59_0004_alto.xml-10-6	annotator3	1.0	 	uppslag	3
bib19520388_18090215_147487_7_0007_alto.xml-4-21	bib11653823_18300318_144010_64_0002_alto.xml-22-2	annotator3	1.0	 	uppslag	3
bib15650837_18951216_146391_293_0003_alto.xml-113-0	bib11653828_18190312_144028_59_0004_alto.xml-10-6	annotator3	1.0	 	uppslag	3
bib13506739_18281208_144030_287_0004_alto.xml-13-13	bib15761570_18951116_146176_189_0003_alto.xml-208-13	annotator3	1.0	 	uppslag	3
bib11653823_18280819_144010_192_0002_alto.xml-20-3	bib11653790_18991003_145648_77_0002_alto.xml-11-23	annotator3	1.0	 	uppslag	3
bib11653823_18270427_144010_97_0003_alto.xml-10-60	bib11653828_18190312_144028_59_0004_alto.xml-10-6	annotator3	1.0	 	uppslag	3
