jsd,freq_clusters_1,freq_clusters_2,parameters
0.49834775791396313,"{0: 20, 1: 0}","{0: 7, 1: 5}","{'word': 'packen', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.8799327917609389,"{0: 0, 2: 0, 1: 8}","{0: 9, 2: 1, 1: 1}","{'word': 'abdecken', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.40121220051278816,"{2: 0, 0: 6, 1: 4, 3: 1}","{2: 2, 0: 10, 1: 2, 3: 0}","{'word': 'überspannen', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.7584272995866317,"{0: 9, 2: 0, 5: 0, 3: 0, 6: 0, 4: 0, 1: 12}","{0: 8, 2: 5, 5: 1, 3: 3, 6: 1, 4: 1, 1: 0}","{'word': 'Fuß', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.3360412400455753,"{0: 21, 1: 0}","{0: 19, 1: 5}","{'word': 'Rezeption', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 24},{0: 24},"{'word': 'abgebrüht', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 13},{0: 18},"{'word': 'Dynamik', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 21},{0: 24},"{'word': 'Engpaß', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.15956958650912217,"{0: 20, 1: 0}","{0: 19, 1: 1}","{'word': 'abbauen', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.14646397291111046,"{0: 3, 1: 1}","{0: 15, 1: 2}","{'word': 'zersetzen', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.5579230452841438,"{0: 5, 1: 5}","{0: 23, 1: 0}","{'word': 'Sensation', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.3418969420315741,"{0: 9, 1: 0, 2: 1}","{0: 13, 1: 2, 2: 0}","{'word': 'Schmiere', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 18},{0: 18},"{'word': 'ausspannen', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.5150399373124616,"{0: 19, 1: 0, 2: 1}","{0: 7, 1: 5, 2: 0}","{'word': 'packen', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.2168328719135303,"{0: 8, 1: 0}","{0: 10, 1: 1}","{'word': 'abdecken', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True}"
0.40121220051278816,"{2: 0, 0: 6, 1: 4, 3: 1}","{2: 2, 0: 10, 1: 2, 3: 0}","{'word': 'überspannen', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.5242470638164962,"{0: 9, 2: 0, 3: 0, 1: 12, 4: 0}","{0: 9, 2: 5, 3: 1, 1: 3, 4: 1}","{'word': 'Fuß', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.3360412400455753,"{0: 21, 1: 0}","{0: 19, 1: 5}","{'word': 'Rezeption', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 24},{0: 24},"{'word': 'abgebrüht', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 13},{0: 18},"{'word': 'Dynamik', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 21},{0: 24},"{'word': 'Engpaß', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 20},{0: 20},"{'word': 'abbauen', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.2318490096397192,"{0: 3, 1: 1}","{0: 16, 1: 1}","{'word': 'zersetzen', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 10},{0: 23},"{'word': 'Sensation', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 10},{0: 15},"{'word': 'Schmiere', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 18},{0: 18},"{'word': 'ausspannen', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.49834775791396313,"{0: 20, 1: 0}","{0: 7, 1: 5}","{'word': 'packen', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.22781387210026416,"{0: 9, 1: 1}","{0: 21, 1: 0}","{'word': 'artikulieren', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.2168328719135303,"{0: 8, 1: 0}","{0: 10, 1: 1}","{'word': 'abdecken', 'quantile': 0, 'dataset': 'ru-ru', 'binarize': True}"
0.3264179108406525,"{0: 6, 1: 4, 2: 1}","{0: 12, 1: 2, 2: 0}","{'word': 'überspannen', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.27765092561089105,"{0: 20, 3: 0, 2: 0, 1: 1}","{0: 17, 3: 1, 2: 1, 1: 0}","{'word': 'Fuß', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.155654959289524,"{0: 20, 1: 1}","{0: 24, 1: 0}","{'word': 'Rezeption', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 24},{0: 24},"{'word': 'abgebrüht', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 13},{0: 18},"{'word': 'Dynamik', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 21},{0: 24},"{'word': 'Engpaß', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 20},{0: 20},"{'word': 'abbauen', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.2318490096397192,"{0: 3, 1: 1}","{0: 16, 1: 1}","{'word': 'zersetzen', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 10},{0: 23},"{'word': 'Sensation', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.3418969420315741,"{0: 9, 1: 0, 2: 1}","{0: 13, 1: 2, 2: 0}","{'word': 'Schmiere', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.23570226039551584,"{0: 17, 1: 0, 2: 1}","{0: 17, 1: 1, 2: 0}","{'word': 'ausspannen', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.49834775791396313,"{0: 20, 1: 0}","{0: 7, 1: 5}","{'word': 'packen', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 8},{0: 11},"{'word': 'abdecken', 'quantile': 0, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 11},{0: 14},"{'word': 'überspannen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 21},{0: 19},"{'word': 'Fuß', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 21},{0: 24},"{'word': 'Rezeption', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 24},{0: 24},"{'word': 'abgebrüht', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 13},{0: 18},"{'word': 'Dynamik', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 21},{0: 24},"{'word': 'Engpaß', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 20},{0: 20},"{'word': 'abbauen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 4},{0: 17},"{'word': 'zersetzen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 10},{0: 23},"{'word': 'Sensation', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 10},{0: 15},"{'word': 'Schmiere', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 18},{0: 18},"{'word': 'ausspannen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 20},{0: 12},"{'word': 'packen', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 8},{0: 11},"{'word': 'abdecken', 'quantile': 1, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 11},{0: 14},"{'word': 'überspannen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 21},{0: 19},"{'word': 'Fuß', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 21},{0: 24},"{'word': 'Rezeption', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 24},{0: 24},"{'word': 'abgebrüht', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 13},{0: 18},"{'word': 'Dynamik', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 21},{0: 24},"{'word': 'Engpaß', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 20},{0: 20},"{'word': 'abbauen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 4},{0: 17},"{'word': 'zersetzen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 10},{0: 23},"{'word': 'Sensation', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 10},{0: 15},"{'word': 'Schmiere', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 18},{0: 18},"{'word': 'ausspannen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 20},{0: 12},"{'word': 'packen', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 8},{0: 11},"{'word': 'abdecken', 'quantile': 1, 'dataset': 'rusemshift-train', 'binarize': True}"
0.0,{0: 11},{0: 14},"{'word': 'überspannen', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 21},{0: 19},"{'word': 'Fuß', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 21},{0: 24},"{'word': 'Rezeption', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 24},{0: 24},"{'word': 'abgebrüht', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 13},{0: 18},"{'word': 'Dynamik', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 21},{0: 24},"{'word': 'Engpaß', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 20},{0: 20},"{'word': 'abbauen', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 4},{0: 17},"{'word': 'zersetzen', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 10},{0: 23},"{'word': 'Sensation', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 10},{0: 15},"{'word': 'Schmiere', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 18},{0: 18},"{'word': 'ausspannen', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 20},{0: 12},"{'word': 'packen', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 8},{0: 11},"{'word': 'abdecken', 'quantile': 1, 'dataset': 'ru-ru', 'binarize': True}"
0.0,{0: 11},{0: 14},"{'word': 'überspannen', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 21},{0: 19},"{'word': 'Fuß', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 21},{0: 24},"{'word': 'Rezeption', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 24},{0: 24},"{'word': 'abgebrüht', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 13},{0: 18},"{'word': 'Dynamik', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 21},{0: 24},"{'word': 'Engpaß', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 20},{0: 20},"{'word': 'abbauen', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 4},{0: 17},"{'word': 'zersetzen', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 10},{0: 23},"{'word': 'Sensation', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 10},{0: 15},"{'word': 'Schmiere', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 18},{0: 18},"{'word': 'ausspannen', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 20},{0: 12},"{'word': 'packen', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 8},{0: 11},"{'word': 'abdecken', 'quantile': 1, 'dataset': 'en-en', 'binarize': True}"
0.0,{0: 11},{0: 14},"{'word': 'überspannen', 'quantile': 2, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 2, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 21},{0: 19},"{'word': 'Fuß', 'quantile': 2, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 21},{0: 24},"{'word': 'Rezeption', 'quantile': 2, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 24},{0: 24},"{'word': 'abgebrüht', 'quantile': 2, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 13},{0: 18},"{'word': 'Dynamik', 'quantile': 2, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 21},{0: 24},"{'word': 'Engpaß', 'quantile': 2, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 20},{0: 20},"{'word': 'abbauen', 'quantile': 2, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 2, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 2, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 2, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 2, 'dataset': 'rusemshift-finetune', 'binarize': True}"
0.0,{0: 4},{0: 17},"{'word': 'zersetzen', 'quantile': 2, 'dataset': 'rusemshift-finetune', 'binarize': True}"
