jsd,freq_clusters_1,freq_clusters_2,parameters
0.7584272995866317,"{0: 9, 2: 0, 1: 12}","{0: 8, 2: 11, 1: 0}","{'word': 'Fuß', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.19875859548363983,"{0: 13, 2: 2, 1: 6}","{0: 16, 2: 5, 1: 3}","{'word': 'Rezeption', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.8166380632616623,"{1: 1, 0: 23}","{1: 22, 0: 2}","{'word': 'abgebrüht', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.7323386738818388,"{0: 2, 1: 9, 2: 2}","{0: 17, 1: 1, 2: 0}","{'word': 'Dynamik', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.8755507231375748,"{0: 2, 1: 19}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.8707908228691708,"{1: 0, 0: 20}","{1: 18, 0: 2}","{'word': 'abbauen', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.24404655249464657,"{0: 14, 1: 5}","{0: 16, 1: 1}","{'word': 'Mißklang', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.43689186833942056,"{0: 22, 1: 0}","{0: 6, 1: 3}","{'word': 'Abgesang', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.14861909764463607,"{0: 23, 1: 0}","{0: 22, 1: 1}","{'word': 'Spielball', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.23512762734628648,"{0: 2, 1: 2}","{0: 13, 1: 4}","{'word': 'zersetzen', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.855321429199575,"{2: 2, 1: 0, 0: 23}","{2: 6, 1: 15, 0: 1}","{'word': 'Armenhaus', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
1.0,"{1: 0, 0: 16}","{1: 19, 0: 0}","{'word': 'Ohrwurm', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.5401592648454959,"{0: 3, 1: 14}","{0: 15, 1: 4}","{'word': 'Eintagsfliege', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.9373532822224321,"{0: 0, 2: 1, 1: 9}","{0: 17, 2: 3, 1: 0}","{'word': 'Seminar', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.5579230452841438,"{0: 5, 1: 5}","{0: 23, 1: 0}","{'word': 'Sensation', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.5824830044961058,"{1: 4, 0: 14}","{1: 7, 0: 1}","{'word': 'Titel', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.670443181349318,"{0: 2, 1: 8}","{0: 14, 1: 1}","{'word': 'Schmiere', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.5806836365540197,"{0: 15, 1: 0, 2: 3}","{0: 5, 1: 8, 2: 5}","{'word': 'ausspannen', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.5083546554586972,"{2: 5, 1: 7, 0: 8, 3: 0}","{2: 1, 1: 3, 0: 3, 3: 5}","{'word': 'packen', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.5364114536206993,"{0: 2, 1: 8}","{0: 17, 1: 4}","{'word': 'artikulieren', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.7962420677263253,"{1: 0, 0: 8}","{1: 9, 0: 2}","{'word': 'abdecken', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.16120619299281055,"{1: 6, 0: 5}","{1: 5, 0: 9}","{'word': 'überspannen', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.33796002126708957,"{0: 22, 1: 0}","{0: 15, 1: 4}","{'word': 'Manschette', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.6295563064159581,"{2: 5, 0: 4, 1: 12}","{2: 6, 0: 13, 1: 0}","{'word': 'Fuß', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.13410482829232395,"{0: 13, 1: 3, 2: 5}","{0: 16, 1: 5, 2: 3}","{'word': 'Rezeption', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.8166380632616623,"{1: 1, 0: 23}","{1: 22, 0: 2}","{'word': 'abgebrüht', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.6613339854433457,"{0: 3, 1: 9, 2: 1}","{0: 17, 1: 1, 2: 0}","{'word': 'Dynamik', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.8755507231375748,"{0: 2, 1: 16, 2: 3}","{0: 24, 1: 0, 2: 0}","{'word': 'Engpaß', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.9285772045941181,"{0: 0, 2: 4, 1: 16}","{0: 18, 2: 2, 1: 0}","{'word': 'abbauen', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.24404655249464657,"{0: 14, 1: 5}","{0: 16, 1: 1}","{'word': 'Mißklang', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.43689186833942056,"{0: 22, 1: 0}","{0: 6, 1: 3}","{'word': 'Abgesang', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.14861909764463607,"{0: 23, 1: 0}","{0: 22, 1: 1}","{'word': 'Spielball', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.29491113068936775,"{0: 2, 1: 2}","{0: 14, 1: 3}","{'word': 'zersetzen', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.8991919235975655,"{3: 2, 1: 0, 2: 0, 0: 23}","{3: 1, 1: 16, 2: 4, 0: 1}","{'word': 'Armenhaus', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
1.0,"{1: 0, 2: 0, 0: 16}","{1: 16, 2: 3, 0: 0}","{'word': 'Ohrwurm', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.5429332467442645,"{0: 3, 1: 13, 2: 1}","{0: 14, 1: 3, 2: 2}","{'word': 'Eintagsfliege', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.9373532822224321,"{0: 0, 2: 1, 1: 9}","{0: 17, 2: 3, 1: 0}","{'word': 'Seminar', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.5579230452841438,"{0: 5, 1: 5}","{0: 23, 1: 0}","{'word': 'Sensation', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.5824830044961058,"{1: 4, 0: 14}","{1: 7, 0: 1}","{'word': 'Titel', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.670443181349318,"{0: 2, 1: 8}","{0: 14, 1: 1}","{'word': 'Schmiere', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.5305513519681317,"{0: 17, 1: 1}","{0: 7, 1: 11}","{'word': 'ausspannen', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.5083546554586972,"{2: 5, 1: 7, 0: 8, 3: 0}","{2: 1, 1: 3, 0: 3, 3: 5}","{'word': 'packen', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.5364114536206992,"{0: 2, 1: 6, 2: 2}","{0: 17, 1: 3, 2: 1}","{'word': 'artikulieren', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.7962420677263253,"{1: 0, 0: 8}","{1: 9, 0: 2}","{'word': 'abdecken', 'quantile': 0, 'dataset': 'rusemshift-finetune', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.14898445626491177,"{1: 5, 0: 6}","{1: 4, 0: 10}","{'word': 'überspannen', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.3821196328723029,"{0: 22, 1: 0}","{0: 14, 1: 5}","{'word': 'Manschette', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.6521067541483605,"{1: 6, 0: 3, 2: 12}","{1: 6, 0: 13, 2: 0}","{'word': 'Fuß', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.35785284896914843,"{0: 15, 2: 0, 1: 6}","{0: 16, 2: 5, 1: 3}","{'word': 'Rezeption', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.8166380632616623,"{1: 1, 0: 23}","{1: 22, 0: 2}","{'word': 'abgebrüht', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.8377072169085498,"{0: 0, 2: 3, 1: 9, 3: 1}","{0: 15, 2: 2, 1: 1, 3: 0}","{'word': 'Dynamik', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.8755507231375748,"{0: 2, 1: 19}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.924660694787462,"{1: 0, 0: 20}","{1: 19, 0: 1}","{'word': 'abbauen', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.33796002126708957,"{0: 15, 1: 4}","{0: 17, 1: 0}","{'word': 'Mißklang', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.43689186833942056,"{0: 22, 1: 0}","{0: 6, 1: 3}","{'word': 'Abgesang', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.21190644201095687,"{0: 23, 1: 0}","{0: 21, 1: 2}","{'word': 'Spielball', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.14646397291111046,"{0: 3, 1: 1}","{0: 15, 1: 2}","{'word': 'zersetzen', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.8310117718235509,"{0: 24, 1: 0, 2: 1}","{0: 2, 1: 14, 2: 6}","{'word': 'Armenhaus', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
1.0,"{1: 0, 2: 0, 0: 16}","{1: 13, 2: 6, 0: 0}","{'word': 'Ohrwurm', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.49263362193753185,"{1: 3, 0: 14}","{1: 14, 0: 5}","{'word': 'Eintagsfliege', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.9486832980505138,"{0: 0, 2: 1, 1: 9}","{0: 18, 2: 2, 1: 0}","{'word': 'Seminar', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.5579230452841438,"{0: 5, 1: 5}","{0: 23, 1: 0}","{'word': 'Sensation', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.5824830044961058,"{1: 4, 0: 14}","{1: 7, 0: 1}","{'word': 'Titel', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.670443181349318,"{0: 2, 1: 8}","{0: 14, 1: 1}","{'word': 'Schmiere', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.6293132093202861,"{0: 15, 1: 0, 2: 3}","{0: 4, 1: 9, 2: 5}","{'word': 'ausspannen', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.3881678179758206,"{0: 11, 1: 8, 2: 1}","{0: 4, 1: 3, 2: 5}","{'word': 'packen', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.5364114536206993,"{0: 2, 1: 8}","{0: 17, 1: 4}","{'word': 'artikulieren', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.7962420677263253,"{1: 0, 0: 8}","{1: 9, 0: 2}","{'word': 'abdecken', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-geometric'}"
0.14898445626491177,"{1: 5, 0: 6}","{1: 4, 0: 10}","{'word': 'überspannen', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.3821196328723029,"{0: 22, 1: 0}","{0: 14, 1: 5}","{'word': 'Manschette', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.6521067541483605,"{1: 6, 0: 3, 2: 12}","{1: 6, 0: 13, 2: 0}","{'word': 'Fuß', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.7990196574060877,"{0: 1, 2: 4, 1: 16}","{0: 17, 2: 7, 1: 0}","{'word': 'Rezeption', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.8166380632616623,"{1: 1, 0: 23}","{1: 22, 0: 2}","{'word': 'abgebrüht', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.8377072169085498,"{0: 0, 2: 3, 1: 9, 3: 1}","{0: 15, 2: 2, 1: 1, 3: 0}","{'word': 'Dynamik', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.8755507231375748,"{0: 2, 1: 19}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.924660694787462,"{1: 0, 0: 20}","{1: 19, 0: 1}","{'word': 'abbauen', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.33796002126708957,"{0: 15, 1: 4}","{0: 17, 1: 0}","{'word': 'Mißklang', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.34807482172851234,"{0: 22, 1: 0}","{0: 7, 1: 2}","{'word': 'Abgesang', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.21190644201095687,"{0: 23, 1: 0}","{0: 21, 1: 2}","{'word': 'Spielball', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.14646397291111046,"{0: 3, 1: 1}","{0: 15, 1: 2}","{'word': 'zersetzen', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.893457566144997,"{0: 17, 1: 0, 3: 0, 2: 8}","{0: 2, 1: 14, 3: 6, 2: 0}","{'word': 'Armenhaus', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
1.0,"{1: 0, 2: 0, 0: 16}","{1: 13, 2: 6, 0: 0}","{'word': 'Ohrwurm', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.49263362193753185,"{1: 3, 0: 14}","{1: 14, 0: 5}","{'word': 'Eintagsfliege', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.9486832980505138,"{0: 0, 2: 1, 1: 9}","{0: 18, 2: 2, 1: 0}","{'word': 'Seminar', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.5579230452841438,"{0: 5, 1: 5}","{0: 23, 1: 0}","{'word': 'Sensation', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.5824830044961058,"{1: 4, 0: 14}","{1: 7, 0: 1}","{'word': 'Titel', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.670443181349318,"{0: 2, 1: 8}","{0: 14, 1: 1}","{'word': 'Schmiere', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.6293132093202861,"{0: 15, 1: 0, 2: 3}","{0: 4, 1: 9, 2: 5}","{'word': 'ausspannen', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.3881678179758206,"{0: 11, 1: 8, 2: 1}","{0: 4, 1: 3, 2: 5}","{'word': 'packen', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.5364114536206993,"{0: 2, 1: 8}","{0: 17, 1: 4}","{'word': 'artikulieren', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.7962420677263253,"{1: 0, 0: 8}","{1: 9, 0: 2}","{'word': 'abdecken', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-poisson'}"
0.14898445626491177,"{1: 5, 0: 6}","{1: 4, 0: 10}","{'word': 'überspannen', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.3821196328723029,"{0: 22, 1: 0}","{0: 14, 1: 5}","{'word': 'Manschette', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.6521067541483605,"{1: 6, 0: 3, 2: 12}","{1: 6, 0: 13, 2: 0}","{'word': 'Fuß', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.35785284896914843,"{0: 15, 2: 0, 1: 6}","{0: 16, 2: 5, 1: 3}","{'word': 'Rezeption', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.8166380632616623,"{1: 1, 0: 23}","{1: 22, 0: 2}","{'word': 'abgebrüht', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.8377072169085498,"{0: 0, 2: 3, 1: 9, 3: 1}","{0: 15, 2: 2, 1: 1, 3: 0}","{'word': 'Dynamik', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.8755507231375748,"{0: 2, 1: 19}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.924660694787462,"{1: 0, 0: 20}","{1: 19, 0: 1}","{'word': 'abbauen', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.33796002126708957,"{0: 15, 1: 4}","{0: 17, 1: 0}","{'word': 'Mißklang', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.43689186833942056,"{0: 22, 1: 0}","{0: 6, 1: 3}","{'word': 'Abgesang', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.07545363304429525,"{0: 22, 1: 1}","{0: 21, 1: 2}","{'word': 'Spielball', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
0.3612908345242623,"{0: 2, 1: 2}","{0: 15, 1: 2}","{'word': 'zersetzen', 'quantile': 0, 'dataset': 'rusemshift-train', 'binarize': True, 'distribution': 'discrete-binomial'}"
